council,TotalPopulation,TotalHousingUnits,TotalHousingUnits_PercentOwned,TotalHousingUnits_PercentRented,Sex_Male,Sex_Female,MedianAge,MedianIncome,Poverty_BelowPovertyLevel,Poverty_AtOrAboveovertyLevel,SNAP_Recipient,SNAP_NotRecipient,Age_Under18,Age_18To34,Age_35To44,Age_45To54,Age_55To64,Age_Over65,Race_White_NotHispanic,Race_White_Hispanic,Race_Black_NotHispanic,Race_Black_Hispanic,Race_Amerind_NotHispanic,Race_Amerind_Hispanic,Race_Asian_NotHispanic,Race_Asian_Hispanic,Race_Pacific_NotHispanic,Race_Pacific_Hispanic,Race_Other_NotHispanic,Race_Other_Hispanic,Race_MoreThanOne_NotHispanic,Race_MoreThanOne_Hispanic,Occupancy_DoubledUp,HouseholdType_Family,HouseholdType_Family_Married,HouseholdType_Family_Other,HouseholdType_NonFamily,HouseholdType_NonFamily_LivingAlone,HouseholdType_NonFamily_NotLivingAlone,MaritalStatus_NeverMarried,MaritalStatus_NowMarried,MaritalStatus_Widowed,MaritalStatus_Divorced,Education_NoHighSchoolDiploma,Education_HighSchoolDiplomaOrGED,Education_SomeCollege,Education_Associates,Education_Bachelors,Education_AdvancedDegree,Employment_Employed,Employment_Unemployed,Employment_NotInLaborForce,HealthInsurance_Covered,HealthInsurance_Covered_Private,HealthInsurance_Covered_Public,HealthInsurance_NotCovered,Language_OnlyEnglish_Total,Language_LimitedEnglish_Total,Language_Spanish_Total,Language_French_Total,Language_FrenchCreole_Total,Language_Italian_Total,Language_Portuguese_Total,Language_German_Total,Language_Yiddish_Total,Language_OtherWestGermanic_Total,Language_Scandinavian_Total,Language_Greek_Total,Language_Russian_Total,Language_Polish_Total,Language_SerboCroatian_Total,Language_OtherSlavic_Total,Language_Armenian_Total,Language_Persian_Total,Language_Gujarati_Total,Language_Hindi_Total,Language_Urdu_Total,Language_OtherIndic_Total,Language_OtherIndoEuropean_Total,Language_Chinese_Total,Language_Japanese_Total,Language_Korean_Total,Language_Cambodian_Total,Language_Hmong_Total,Language_Thai_Total,Language_Laotian_Total,Language_Vietnamese_Total,Language_OtherAsian_Total,Language_Tagalog_Total,Language_OtherPacificIsland_Total,Language_Navajo_Total,Language_OtherNativeNorthAmerican_Total,Language_Hungarian_Total,Language_Arabic_Total,Language_Hebrew_Total,Language_AfricanLanguages_Total,Language_OtherAndUnspecifiedLanguages_Total,Language_Spanish_LimitedEnglish,Language_French_LimitedEnglish,Language_FrenchCreole_LimitedEnglish,Language_Italian_LimitedEnglish,Language_Portuguese_LimitedEnglish,Language_German_LimitedEnglish,Language_Yiddish_LimitedEnglish,Language_OtherWestGermanic_LimitedEnglish,Language_Scandinavian_LimitedEnglish,Language_Greek_LimitedEnglish,Language_Russian_LimitedEnglish,Language_Polish_LimitedEnglish,Language_SerboCroatian_LimitedEnglish,Language_OtherSlavic_LimitedEnglish,Language_Armenian_LimitedEnglish,Language_Persian_LimitedEnglish,Language_Gujarati_LimitedEnglish,Language_Hindi_LimitedEnglish,Language_Urdu_LimitedEnglish,Language_OtherIndic_LimitedEnglish,Language_OtherIndoEuropean_LimitedEnglish,Language_Chinese_LimitedEnglish,Language_Japanese_LimitedEnglish,Language_Korean_LimitedEnglish,Language_Cambodian_LimitedEnglish,Language_Hmong_LimitedEnglish,Language_Thai_LimitedEnglish,Language_Laotian_LimitedEnglish,Language_Vietnamese_LimitedEnglish,Language_OtherAsian_LimitedEnglish,Language_Tagalog_LimitedEnglish,Language_OtherPacificIsland_LimitedEnglish,Language_Navajo_LimitedEnglish,Language_OtherNativeNorthAmerican_LimitedEnglish,Language_Hungarian_LimitedEnglish,Language_Arabic_LimitedEnglish,Language_Hebrew_LimitedEnglish,Language_AfricanLanguages_LimitedEnglish,Language_OtherAndUnspecifiedLanguages_LimitedEnglish,Industry_AgricultureForestryFishingAndHuntingAndMining,Industry_Construction,Industry_Manufacturing,Industry_WholesaleTrade,Industry_RetailTrade,Industry_TransportationAndWarehousingAndUtilities,Industry_Information,Industry_FinanceAndInsuranceAndRealEstateAndRentalAndLeasing,Industry_ProfessionalScientificAndManagementAndAdministrativeAndWasteManagementServices,Industry_EducationalServicesAndHealthCareAndSocialAssistance,Industry_ArtsEntertainmentAndRecreationAndAccommodationAndFoodServices,Industry_OtherServicesExceptPublicAdministration,Industry_PublicAdministration,Occupation_ManagementBusinessAndFinancial,Occupation_ComputerEngineeringAndScience,Occupation_EducationLegalCommunityServiceArtsAndMedia,Occupation_HealthcarePractitionersAndTechnical,Occupation_HealthcareSupport,Occupation_ProtectiveService,Occupation_FoodPreparationAndServingRelated,Occupation_BuildingAndGroundsCleaningAndMaintenance,Occupation_PersonalCareAndService,Occupation_SalesAndOffice,Occupation_NaturalResourcesConstructionAndMaintenance,Occupation_ProductionTransportationAndMaterialMoving
47,168834,167494,0.34635270517152855,0.6536472948284715,0.4768,0.5232,40.28333333333333,51500.229166666664,0.1711,0.8289,0.3098,0.6902,0.22869999999999996,0.2159,0.12100000000000001,0.11960000000000001,0.1306,0.1842,0.4465,0.0536,0.0782,0.0093,0.0017,0.0011,0.2816,8e-4,9e-4,1e-4,0.0037,0.0945,0.0223,0.0057,0.1113,0.6973,0.4762,0.2211,0.3027,0.2593,0.0435,0.3145,0.5275000000000001,0.0732,0.0849,0.22990000000000002,0.2673,0.1119,0.0681,0.2014,0.1213,0.6829,0.0527,0.2644,0.8754,0.544,0.36560000000000004,0.1247,0.3363,0.4154,0.1092,0.0023,0.0052,0.0358,3e-4,0.001,0.0062,1e-4,0,0.0015,0.1715,0.006,0.001,0.0089,3e-4,3e-4,0,7e-4,0.018,0.0052,0.012,0.2173,4e-4,0.002,0.0013,0,1e-4,0,0.003,0.0102,7e-4,2e-4,0,0,6e-4,0.0257,0.0119,0.002,0.0026,0.0553,0.001,0.0022,0.0179,0,1e-4,0.0027,1e-4,0,6e-4,0.1167,0.0035,4e-4,0.0063,1e-4,3e-4,0,0,0.0095,0.0028,0.0075,0.1573,1e-4,0.0014,8e-4,0,1e-4,0,0.0023,0.0061,6e-4,1e-4,0,0,4e-4,0.0139,0.0033,0.0011,9e-4,0.0022,0.0721,0.0419,0.0407,0.1046,0.0894,0.0186,0.0832,0.091,0.2698,0.10189999999999999,0.0537,0.030799999999999998,0.1283,0.0466,0.1015,0.047299999999999995,0.0783,0.0177,0.0627,0.0442,0.0385,0.2288,0.08099999999999999,0.125
48,163004,161504,0.4291534574995047,0.5708465425004954,0.4815,0.5185,42.90833333333333,65234.6875,0.1181,0.8819,0.2407,0.7593,0.2032,0.20350000000000001,0.1191,0.12589999999999998,0.134,0.2144,0.6969,0.0378,0.0199,0.0023,8e-4,9e-4,0.162,0.001,3e-4,0,0.0017,0.0427,0.0318,0.0019,0.10930000000000001,0.6514,0.5008,0.1506,0.3486,0.2995,0.0491,0.2692,0.5652999999999999,0.0824,0.08310000000000001,0.1332,0.2317,0.1021,0.0786,0.2628,0.1916,0.7211,0.0397,0.2392,0.8813,0.5965,0.3129,0.1187,0.3217,0.4187,0.0631,0.0039,0.001,0.0061,4e-4,6e-4,0.0082,0.001,1e-4,0.0021,0.3615,0.0044,0.0046,0.0134,0.0017,0.0028,6e-4,0.0018,0.0259,0.0081,0.009,0.0865,2e-4,0.0035,2e-4,0,1e-4,0,0.0045,0.0203,0.0045,6e-4,0,0,0.001,0.0153,0.0154,0.0011,0.005,0.0362,5e-4,6e-4,0.0027,2e-4,3e-4,0.0026,3e-4,0,5e-4,0.2411,0.0033,0.0024,0.0088,0.0012,0.0014,2e-4,7e-4,0.0125,0.0044,0.0055,0.0555,1e-4,0.0023,1e-4,0,1e-4,0,0.0033,0.012,0.0016,3e-4,0,0,6e-4,0.0085,0.0051,3e-4,0.0035,8e-4,0.0658,0.0282,0.0337,0.0927,0.07830000000000001,0.029699999999999997,0.0859,0.1106,0.3276,0.07300000000000001,0.0435,0.0303,0.139,0.0664,0.1254,0.0805,0.1013,0.0153,0.0495,0.0254,0.028699999999999996,0.2013,0.06820000000000001,0.0988
49,151804,148370,0.565842151378311,0.43415784862168905,0.4916,0.5084,37.92857142857143,67347.0243902439,0.1716,0.8284,0.2359,0.7641,0.23459999999999998,0.24110000000000004,0.1295,0.1313,0.13290000000000002,0.1304,0.3321,0.2029,0.2474,0.0235,6e-4,0.0026,0.0871,0.001,0,2e-4,0.0033,0.0672,0.0201,0.0119,0.0626,0.6854,0.4398,0.2455,0.3146,0.2689,0.0457,0.39949999999999997,0.4668,0.0559,0.07780000000000001,0.1671,0.28190000000000004,0.16720000000000002,0.0751,0.1844,0.1244,0.66,0.0325,0.3075,0.8998999999999999,0.6592,0.27459999999999996,0.1001,0.6354,0.13849999999999998,0.2111,0.008,0.0051,0.0079,6e-4,0.001,2e-4,3e-4,4e-4,0.0011,0.0089,0.0109,0.0021,0.002,0,0,4e-4,0.0024,0.0088,0.0103,0.0082,0.021,0.001,0.0046,2e-4,0,0,0,9e-4,0.0053,0.011,2e-4,2e-4,7e-4,3e-4,0.0141,0.001,0.0146,0,0.0813,0.0011,0.0017,0.0024,3e-4,2e-4,0,0,1e-4,1e-4,0.0046,0.0043,6e-4,0.0011,0,0,1e-4,9e-4,0.0016,0.0049,0.0032,0.0129,3e-4,0.0022,1e-4,0,0,0,5e-4,0.0017,0.0028,1e-4,0,1e-4,2e-4,0.0062,1e-4,0.0028,0,0.0026999999999999997,0.07239999999999999,0.024300000000000002,0.0134,0.1026,0.0697,0.024300000000000002,0.0732,0.11030000000000001,0.3034,0.089,0.04820000000000001,0.06659999999999999,0.1111,0.038099999999999995,0.14150000000000001,0.07769999999999999,0.0615,0.0606,0.054000000000000006,0.0351,0.0388,0.207,0.08769999999999999,0.087
5,181034,176472,0.3121628360306451,0.6878371639693549,0.4442,0.5558,39.28636363636364,121726.22727272728,0.0196,0.9804,0.0328,0.9672,0.1381,0.29669999999999996,0.1504,0.123,0.10160000000000001,0.1901,0.7195,0.0685,0.0284,0.0055,0.0017,9e-4,0.1202,7e-4,3e-4,2e-4,0.0016,0.0242,0.0235,0.0049,0.0496,0.4084,0.3525,0.0558,0.5916,0.4889,0.1027,0.4128,0.4567,0.049100000000000005,0.0814,0.027899999999999998,0.0755,0.0758,0.0375,0.3702,0.4132,0.8365,0.0229,0.1406,0.9553999999999999,0.9092,0.0568,0.044500000000000005,0.7299,0.0651,0.0716,0.0291,3e-4,0.0111,0.0096,0.0117,5e-4,0.0018,0.0018,0.0044,0.0157,0.0027,0.0056,0.0052,8e-4,0.004,0.0018,0.0069,0.0012,0.0028,0.007,0.0275,0.0083,0.0079,3e-4,0,5e-4,0,8e-4,0.0073,0.0059,1e-4,0,0,0.0015,0.0051,0.0066,0.0018,7e-4,0.0199,0.0051,1e-4,0.0025,0.0016,0.0014,0,6e-4,0,3e-4,0.0049,7e-4,0.0026,0.0018,7e-4,8e-4,3e-4,0.001,0,4e-4,0.002,0.0094,0.0031,0.0015,3e-4,0,1e-4,0,0,0.0013,9e-4,0,0,0,6e-4,6e-4,4e-4,2e-4,0,1e-4,0.0161,0.0306,0.026799999999999997,0.0513,0.0159,0.0649,0.2071,0.2142,0.2499,0.0596,0.0409,0.022600000000000002,0.3261,0.0866,0.2017,0.10250000000000001,0.009600000000000001,0.0039,0.0146,0.0054,0.026500000000000003,0.19619999999999999,0.0092,0.017599999999999998
50,155677,153145,0.7696170296124588,0.23038297038754121,0.4776,0.5224,41.68857142857143,86740.28571428571,0.0794,0.9206,0.103,0.897,0.2086,0.21299999999999997,0.121,0.14300000000000002,0.1417,0.1728,0.6659,0.1033,0.0341,0.0046,7e-4,9e-4,0.1302,0.0016,5e-4,3e-4,0.0023,0.0282,0.0197,0.0076,0.0416,0.748,0.5758,0.1722,0.252,0.2224,0.0296,0.3043,0.5583,0.0695,0.06789999999999999,0.1116,0.31620000000000004,0.1674,0.0667,0.1994,0.1385,0.6994,0.0308,0.2698,0.9449,0.7897000000000001,0.18680000000000002,0.055,0.666,0.1227,0.0677,0.0025,4e-4,0.0272,3e-4,0.0012,7e-4,0,3e-4,0.0048,0.0544,0.0161,0.0039,0.0055,0,0.0012,0.0032,0.0076,0.0067,0.0073,0.0303,0.035,5e-4,0.0063,0,0,5e-4,1e-4,0.0019,0.0126,0.0104,0.0012,0,0,3e-4,0.0178,0.0033,0.0023,4e-4,0.0216,7e-4,2e-4,0.0086,1e-4,2e-4,0,0,2e-4,0.0017,0.0241,0.006,8e-4,0.0023,0,3e-4,9e-4,0.0013,0.0021,0.0012,0.0107,0.0208,0,0.0041,0,0,3e-4,1e-4,0.0015,0.0049,0.0022,4e-4,0,0,1e-4,0.0049,3e-4,0,1e-4,7.999999999999999e-4,0.07089999999999999,0.0246,0.0173,0.0923,0.0775,0.024,0.10339999999999999,0.1183,0.2928,0.0739,0.0432,0.0608,0.15310000000000001,0.052199999999999996,0.1261,0.09,0.0395,0.0392,0.0371,0.0364,0.034,0.2131,0.0902,0.0892
51,167412,166553,0.8615815986502795,0.1384184013497205,0.4843,0.5157,41.73225806451613,99916.53333333334,0.0463,0.9537,0.0517,0.9483,0.21579999999999996,0.20390000000000003,0.1261,0.1462,0.1363,0.17159999999999997,0.8104,0.092,0.0096,0.0012,0.0016,1e-4,0.0614,4e-4,2e-4,1e-4,0.0013,0.0112,0.0091,0.0014,0.025400000000000002,0.7797,0.6283,0.1515,0.2203,0.1938,0.0265,0.2862,0.585,0.062299999999999994,0.0666,0.0667,0.3109,0.17909999999999998,0.0784,0.2181,0.1467,0.7253,0.0305,0.2442,0.9686,0.8608,0.1359,0.0314,0.776,0.07100000000000001,0.0425,0.0013,1e-4,0.0397,6e-4,0.0018,5e-4,1e-4,2e-4,0.0045,0.0397,0.0044,0.0016,0.0049,0,2e-4,8e-4,9e-4,0.0044,0.003,0.0117,0.0218,4e-4,0.0112,4e-4,0,3e-4,0,7e-4,0.0037,0.0041,2e-4,0,1e-4,3e-4,0.0131,0.0044,4e-4,0,0.0095,2e-4,1e-4,0.014,3e-4,1e-4,1e-4,0,0,0.0012,0.0122,0.0014,4e-4,0.0018,0,2e-4,5e-4,0,5e-4,9e-4,0.0026,0.0117,0,0.0063,0,0,3e-4,0,0,0.0015,0.0011,1e-4,0,0,0,0.0037,3e-4,0,0,4e-4,0.0841,0.024599999999999997,0.0173,0.0965,0.0726,0.0213,0.1074,0.1182,0.29760000000000003,0.0504,0.033299999999999996,0.07619999999999999,0.16560000000000002,0.049800000000000004,0.1558,0.0758,0.027200000000000002,0.0609,0.0264,0.019000000000000003,0.0177,0.2266,0.0899,0.08510000000000001
6,188315,185291,0.38810843484033225,0.6118915651596678,0.449,0.551,43.3,130729.95652173914,0.0481,0.9519,0.0749,0.9251,0.1465,0.2326,0.1476,0.1333,0.12730000000000002,0.21289999999999998,0.6827,0.0853,0.0504,0.0095,7e-4,0.001,0.1028,1e-4,0,0,0.004,0.0343,0.0204,0.0089,0.038900000000000004,0.4357,0.3616,0.0741,0.5643,0.4807,0.0835,0.3953,0.475,0.041999999999999996,0.08779999999999999,0.0456,0.07719999999999999,0.072,0.0262,0.3392,0.4397,0.7996,0.0316,0.1688,0.9584,0.8862,0.1023,0.0416,0.7265,0.0788,0.1051,0.0245,0.0017,0.0058,0.008,0.0092,0.0024,0.0019,0.0014,0.001,0.0103,0.0047,0.0027,0.0016,0.0011,0.0016,0.0023,0.0052,8e-4,0.0021,0.0045,0.0268,0.0076,0.0102,2e-4,0,0.0013,0,3e-4,0.0032,0.0046,3e-4,0,0,7e-4,0.0031,0.0163,6e-4,5e-4,0.0348,0.0036,5e-4,0.0012,0.0027,7e-4,0,3e-4,1e-4,0,0.0025,0.0015,0.0013,0,2e-4,1e-4,2e-4,0.0013,0,0.001,0.0016,0.0129,0.004,0.0034,0,0,9e-4,0,0,6e-4,1e-4,0,0,0,2e-4,0.0015,0.0014,0,2e-4,0.001,0.0147,0.0308,0.0208,0.0471,0.0129,0.0676,0.191,0.241,0.2367,0.0842,0.030400000000000003,0.0217,0.3156,0.0882,0.2701,0.058499999999999996,0.0139,0.007,0.0157,0.008199999999999999,0.0245,0.16970000000000002,0.010100000000000001,0.018600000000000002
7,160079,147867,0.134857676154923,0.8651423238450769,0.4765,0.5235,33.40833333333333,60460.458333333336,0.1839,0.8161,0.2452,0.7548,0.14870000000000003,0.36779999999999996,0.1235,0.11560000000000001,0.1024,0.1421,0.2648,0.1157,0.1751,0.0445,0.0017,0.0025,0.0765,0.0024,5e-4,5e-4,0.0035,0.204,0.0253,0.0831,0.07110000000000001,0.492,0.25,0.2419,0.508,0.3551,0.153,0.5485,0.3141,0.0463,0.0912,0.2221,0.1717,0.1275,0.043,0.2184,0.2174,0.6852,0.0476,0.2672,0.8795000000000001,0.6328999999999999,0.2712,0.1205,0.4473,0.24659999999999999,0.4185,0.0178,0.0103,0.0037,0.0037,0.0052,1e-4,8e-4,0.001,0.0023,0.0034,9e-4,0.0029,0.001,2e-4,7e-4,7e-4,0.0043,0.0015,0.0018,0.0015,0.0306,0.0026,0.0075,2e-4,0,4e-4,0,6e-4,0.0036,0.0035,2e-4,0,1e-4,9e-4,0.0049,0.0053,0.0092,9e-4,0.2062,0.0048,0.005,8e-4,4e-4,6e-4,0,1e-4,0,6e-4,8e-4,0,0.0012,1e-4,0,0,0,5e-4,1e-4,1e-4,4e-4,0.0139,9e-4,0.0017,0,0,1e-4,0,2e-4,9e-4,8e-4,1e-4,0,1e-4,0,0.002,1e-4,0.0036,5e-4,0,0.031,0.0303,0.0125,0.0852,0.0336,0.045399999999999996,0.0615,0.13390000000000002,0.3212,0.1636,0.0599,0.021900000000000003,0.14379999999999998,0.0635,0.2119,0.0359,0.0404,0.0223,0.0942,0.0442,0.0525,0.17170000000000002,0.0429,0.0765
8,176774,172451,0.060944848101779636,0.9390551518982204,0.4655,0.5345,34.21764705882353,30142.909090909092,0.3323,0.6677,0.3967,0.6033,0.24419999999999997,0.27419999999999994,0.1381,0.1246,0.10749999999999998,0.11120000000000001,0.0733,0.1571,0.2849,0.0548,9e-4,0.0065,0.0402,0.0017,1e-4,7e-4,0.0062,0.3383,0.0087,0.0265,0.10800000000000001,0.5566,0.195,0.3616,0.4434,0.3918,0.0516,0.5605,0.3,0.0519,0.0875,0.31470000000000004,0.2638,0.1471,0.0563,0.1399,0.0784,0.602,0.0657,0.3323,0.863,0.4423,0.46640000000000004,0.137,0.3671,0.2837,0.5463,0.0137,0.0021,0.003,0.0018,6e-4,2e-4,1e-4,1e-4,2e-4,0.0016,6e-4,3e-4,4e-4,1e-4,3e-4,2e-4,3e-4,0.0011,0.0058,0.0017,0.0175,0.0029,0.0037,0,0,0,0,2e-4,0.001,0.0038,0.0011,0,3e-4,1e-4,0.003,0.0016,0.0155,0.002,0.2482,0.0049,5e-4,5e-4,3e-4,0,0,0,0,1e-4,3e-4,3e-4,1e-4,0,0,0,0,0,2e-4,0.0019,6e-4,0.0121,0.0016,0.0012,0,0,0,0,1e-4,3e-4,0.0013,5e-4,0,1e-4,0,0.0013,0,0.0061,0.0012,0.0019,0.0329,0.0265,0.0131,0.1062,0.0617,0.0264,0.0704,0.1096,0.2997,0.1636,0.055099999999999996,0.0329,0.11349999999999999,0.0263,0.1256,0.037099999999999994,0.0823,0.0361,0.0917,0.06570000000000001,0.0514,0.2191,0.048,0.1033
9,169080,165139,0.13011463070504242,0.8698853692949576,0.4624,0.5376,35.653125,53388.71875,0.2191,0.7809,0.2194,0.7806,0.2069,0.289,0.1416,0.1384,0.1096,0.1146,0.1393,0.0604,0.5309,0.042,8e-4,0.0025,0.0352,0.0013,7e-4,2e-4,0.0026,0.1326,0.0254,0.0262,0.06,0.4874,0.1936,0.2937,0.5126,0.4139,0.0987,0.5692999999999999,0.2933,0.0531,0.0843,0.1817,0.2245,0.1553,0.0565,0.2048,0.1773,0.6952,0.066,0.2388,0.9037999999999999,0.5915000000000001,0.3388,0.0963,0.6506,0.128,0.2126,0.0489,0.005,0.0035,0.0024,0.0043,4e-4,7e-4,9e-4,4e-4,0.001,3e-4,2e-4,7e-4,0,7e-4,0,0.0014,5e-4,0.003,0.0016,0.0111,0.0047,0.002,0,0,0,0,5e-4,0.0012,0.0025,4e-4,1e-4,0,7e-4,0.0065,0.0019,0.0292,1e-4,0.0849,0.0159,0.0015,5e-4,6e-4,3e-4,0,2e-4,1e-4,0,2e-4,0,1e-4,1e-4,0,2e-4,0,0,0,8e-4,1e-4,0.0052,0.0012,2e-4,0,0,0,0,1e-4,7e-4,2e-4,0,0,0,2e-4,0.0028,3e-4,0.0116,0,0.0011,0.0281,0.0253,0.014199999999999999,0.0807,0.061900000000000004,0.0431,0.0882,0.1365,0.28159999999999996,0.13679999999999998,0.0563,0.0462,0.1638,0.0472,0.1961,0.038000000000000006,0.0497,0.038599999999999995,0.0596,0.0505,0.0366,0.1956,0.0409,0.08360000000000001
