borough,neighborhood,nCode,TotalPopulation,TotalHousingUnits,TotalHousingUnits_PercentOwned,TotalHousingUnits_PercentRented,Sex_Male,Sex_Female,MedianAge,MedianIncome,Poverty_BelowPovertyLevel,Poverty_AtOrAboveovertyLevel,SNAP_Recipient,SNAP_NotRecipient,Age_Under18,Age_18To34,Age_35To44,Age_45To54,Age_55To64,Age_Over65,Race_White_NotHispanic,Race_White_Hispanic,Race_Black_NotHispanic,Race_Black_Hispanic,Race_Amerind_NotHispanic,Race_Amerind_Hispanic,Race_Asian_NotHispanic,Race_Asian_Hispanic,Race_Pacific_NotHispanic,Race_Pacific_Hispanic,Race_Other_NotHispanic,Race_Other_Hispanic,Race_MoreThanOne_NotHispanic,Race_MoreThanOne_Hispanic,Occupancy_DoubledUp,HouseholdType_Family,HouseholdType_Family_Married,HouseholdType_Family_Other,HouseholdType_NonFamily,HouseholdType_NonFamily_LivingAlone,HouseholdType_NonFamily_NotLivingAlone,MaritalStatus_NeverMarried,MaritalStatus_NowMarried,MaritalStatus_Widowed,MaritalStatus_Divorced,Education_NoHighSchoolDiploma,Education_HighSchoolDiplomaOrGED,Education_SomeCollege,Education_Associates,Education_Bachelors,Education_AdvancedDegree,Employment_Employed,Employment_Unemployed,Employment_NotInLaborForce,HealthInsurance_Covered,HealthInsurance_Covered_Private,HealthInsurance_Covered_Public,HealthInsurance_NotCovered,Language_OnlyEnglish_Total,Language_LimitedEnglish_Total,Language_Spanish_Total,Language_French_Total,Language_FrenchCreole_Total,Language_Italian_Total,Language_Portuguese_Total,Language_German_Total,Language_Yiddish_Total,Language_OtherWestGermanic_Total,Language_Scandinavian_Total,Language_Greek_Total,Language_Russian_Total,Language_Polish_Total,Language_SerboCroatian_Total,Language_OtherSlavic_Total,Language_Armenian_Total,Language_Persian_Total,Language_Gujarati_Total,Language_Hindi_Total,Language_Urdu_Total,Language_OtherIndic_Total,Language_OtherIndoEuropean_Total,Language_Chinese_Total,Language_Japanese_Total,Language_Korean_Total,Language_Cambodian_Total,Language_Hmong_Total,Language_Thai_Total,Language_Laotian_Total,Language_Vietnamese_Total,Language_OtherAsian_Total,Language_Tagalog_Total,Language_OtherPacificIsland_Total,Language_Navajo_Total,Language_OtherNativeNorthAmerican_Total,Language_Hungarian_Total,Language_Arabic_Total,Language_Hebrew_Total,Language_AfricanLanguages_Total,Language_OtherAndUnspecifiedLanguages_Total,Language_Spanish_LimitedEnglish,Language_French_LimitedEnglish,Language_FrenchCreole_LimitedEnglish,Language_Italian_LimitedEnglish,Language_Portuguese_LimitedEnglish,Language_German_LimitedEnglish,Language_Yiddish_LimitedEnglish,Language_OtherWestGermanic_LimitedEnglish,Language_Scandinavian_LimitedEnglish,Language_Greek_LimitedEnglish,Language_Russian_LimitedEnglish,Language_Polish_LimitedEnglish,Language_SerboCroatian_LimitedEnglish,Language_OtherSlavic_LimitedEnglish,Language_Armenian_LimitedEnglish,Language_Persian_LimitedEnglish,Language_Gujarati_LimitedEnglish,Language_Hindi_LimitedEnglish,Language_Urdu_LimitedEnglish,Language_OtherIndic_LimitedEnglish,Language_OtherIndoEuropean_LimitedEnglish,Language_Chinese_LimitedEnglish,Language_Japanese_LimitedEnglish,Language_Korean_LimitedEnglish,Language_Cambodian_LimitedEnglish,Language_Hmong_LimitedEnglish,Language_Thai_LimitedEnglish,Language_Laotian_LimitedEnglish,Language_Vietnamese_LimitedEnglish,Language_OtherAsian_LimitedEnglish,Language_Tagalog_LimitedEnglish,Language_OtherPacificIsland_LimitedEnglish,Language_Navajo_LimitedEnglish,Language_OtherNativeNorthAmerican_LimitedEnglish,Language_Hungarian_LimitedEnglish,Language_Arabic_LimitedEnglish,Language_Hebrew_LimitedEnglish,Language_AfricanLanguages_LimitedEnglish,Language_OtherAndUnspecifiedLanguages_LimitedEnglish,Industry_AgricultureForestryFishingAndHuntingAndMining,Industry_Construction,Industry_Manufacturing,Industry_WholesaleTrade,Industry_RetailTrade,Industry_TransportationAndWarehousingAndUtilities,Industry_Information,Industry_FinanceAndInsuranceAndRealEstateAndRentalAndLeasing,Industry_ProfessionalScientificAndManagementAndAdministrativeAndWasteManagementServices,Industry_EducationalServicesAndHealthCareAndSocialAssistance,Industry_ArtsEntertainmentAndRecreationAndAccommodationAndFoodServices,Industry_OtherServicesExceptPublicAdministration,Industry_PublicAdministration,Occupation_ManagementBusinessAndFinancial,Occupation_ComputerEngineeringAndScience,Occupation_EducationLegalCommunityServiceArtsAndMedia,Occupation_HealthcarePractitionersAndTechnical,Occupation_HealthcareSupport,Occupation_ProtectiveService,Occupation_FoodPreparationAndServingRelated,Occupation_BuildingAndGroundsCleaningAndMaintenance,Occupation_PersonalCareAndService,Occupation_SalesAndOffice,Occupation_NaturalResourcesConstructionAndMaintenance,Occupation_ProductionTransportationAndMaterialMoving
Staten Island,Bulls Head,R05,15495,15460,0.830595084087969,0.16940491591203105,0.4799,0.5201,39.35,99219,0.045,0.955,0.0975,0.9025,0.2198,0.22290000000000004,0.1388,0.13990000000000002,0.12510000000000002,0.1537,0.6388,0.1079,0.0301,0.0152,0,0,0.1122,0,0.0049,0,0,0.0623,0.0239,0.0047,0.05210000000000001,0.785,0.5926,0.1924,0.215,0.194,0.021,0.3115,0.5545,0.0608,0.0731,0.101,0.3221,0.1867,0.0678,0.2146,0.10779999999999999,0.7013,0.0396,0.2591,0.9600000000000001,0.8418,0.14989999999999998,0.04,0.7362,0.0921,0.062,0,0,0.0263,0,0.0035,0,0,0,0.0073,0.0108,0.0205,0.0047,0.0023,0,0,0,0,0,0.0026,0.0254,0.0501,0,0.0095,0,0,0,0,9e-4,9e-4,0.0034,4e-4,0,0,0,0.017,0,0.0141,0.0023,0.0146,0,0,0.0025,0,9e-4,0,0,0,0.0046,0.001,0.0061,0,0.0015,0,0,0,0,0,6e-4,0.0143,0.0301,0,0.0036,0,0,0,0,9e-4,0,0,0,0,0,0,0.0099,0,0,0.0015,0,0.089,0.0142,0.0112,0.11230000000000001,0.0764,0.0139,0.1129,0.1171,0.2706,0.0847,0.0429,0.0547,0.1323,0.0727,0.10289999999999999,0.0807,0.0473,0.038000000000000006,0.045399999999999996,0.0242,0.044,0.2124,0.1067,0.0937
Staten Island,Castleton Corners,R06,10372,10338,0.820661636680209,0.17933836331979106,0.4908,0.5092,42.46666666666667,100804,0.0559,0.9441,0.0372,0.9628,0.21230000000000002,0.2126,0.1196,0.14329999999999998,0.1513,0.16080000000000003,0.7458,0.109,0.0276,0.002,0,0,0.0585,0,0,0,0,0.0191,0.0111,0.0269,0.022099999999999998,0.7202,0.608,0.1122,0.2798,0.2439,0.0359,0.2837,0.5878,0.048,0.08049999999999999,0.0712,0.2809,0.1761,0.0791,0.2026,0.19010000000000002,0.6981,0.0209,0.281,0.9518,0.8164,0.16970000000000002,0.048299999999999996,0.827,0.019,0.0421,0.0048,0,0.0155,0,0.0019,0,0,0.0011,0.0041,0.0094,0.0147,0.0053,0,0,0,0,0.0031,0.0066,0.0078,0.0059,0.009,0,0.0028,0,0,0,0,0,0.0144,0.0166,0,0,0,0.0011,0.0068,0,1e-4,0,0.0033,0.0012,0,0,0,0,0,0,5e-4,6e-4,0.0017,0,0,0,0,0,0,0,7e-4,0.003,0.0013,0.0041,0,0,0,0,0,0,0,0,4e-4,0,0,0,0.0011,0.0011,0,0,0,0,0.0843,0.0278,0.0099,0.0665,0.0713,0.030600000000000002,0.1085,0.1227,0.2781,0.051000000000000004,0.055,0.09419999999999999,0.1554,0.0663,0.16040000000000001,0.0674,0.016300000000000002,0.0721,0.0378,0.0157,0.0221,0.2312,0.10439999999999999,0.051000000000000004
Staten Island,Charleston,R07,8141,8097,0.832407064344819,0.16759293565518094,0.46,0.54,38,122917,0.0121,0.9879,0.0743,0.9257,0.251,0.17070000000000002,0.19199999999999998,0.13779999999999998,0.1353,0.1134,0.865,0.0861,0.0052,0.0098,0,0,0.0183,0,0,0,0,0.0156,0,0,0,0.7868,0.6346,0.1522,0.2132,0.1836,0.0296,0.2723,0.6018,0.0544,0.07150000000000001,0.086,0.3251,0.1296,0.0651,0.283,0.1112,0.7729,0.022,0.205,0.9627000000000001,0.8230999999999999,0.1563,0.0372,0.668,0.11359999999999999,0.1724,0.0027,0.0012,0.033,0,0,0,0,0,0,0.0709,0,0,0,0,0,0,0,0,0.0158,0,0.0175,0,0.0043,0,0,0,0,0,0,0.0066,0.001,0,0,0,0.0057,9e-4,0,0,0.0503,0,1e-4,0.018,0,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0,0.0088,0,0.013,0,0.0014,0,0,0,0,0,0,6e-4,0.001,0,0,0,0.0036,0,0,0,0,0.1049,0.033,0.028800000000000003,0.16260000000000002,0.086,0.0098,0.0806,0.1261,0.2626,0.0426,0.0174,0.0454,0.1998,0.0144,0.11660000000000001,0.10020000000000001,0.0528,0.0369,0.019799999999999998,0.0064,0.0264,0.2396,0.0996,0.0875
Staten Island,Clifton,R08,6453,5801,0.2944319944837097,0.7055680055162903,0.4827,0.5173,40.099999999999994,24779,0.4171,0.5829,0.5461,0.4539,0.22219999999999998,0.2689,0.0982,0.1168,0.146,0.1477,0.145,0.1909,0.3874,0.0501,0,0.0028,0.0569,0,0,0,0.0022,0.1308,0.016,0.018,0.10250000000000001,0.7302,0.3092,0.421,0.2698,0.2341,0.0357,0.5261,0.3402,0.0688,0.0648,0.309,0.3363,0.1616,0.0598,0.099,0.0344,0.5256,0.0181,0.4563,0.8827,0.3809,0.5547,0.1173,0.5517,0.2755,0.3077,0,0.0516,0.0028,0,0,0.0022,0,0,0,0.0049,9e-4,0,0.0035,0,0,0,0,0,0.0069,0.0156,0.0096,0,0.0261,0,0,0,0,0.0077,0,4e-4,0,0,0,0,0.0027,0,0.0056,0,0.2066,0,0.0232,0,0,0,0,0,0,0,0.0039,0,0,0.0024,0,0,0,0,0,0.0069,0.0054,0.0085,0,0.0121,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0.0019,0,0.0231,0.076,0.0111,0.0077,0.1712,0.0491,0.0077,0.0635,0.10439999999999999,0.3064,0.1375,0.026000000000000002,0.016399999999999998,0.0621,0.0106,0.099,0.0428,0.1135,0.0409,0.0991,0.0986,0.0457,0.2102,0.1111,0.0664
Staten Island,Grasmere,R09,4004,3985,0.7257214554579674,0.2742785445420326,0.4795,0.5205,42,81875,0.1594,0.8406,0.1827,0.8173,0.2178,0.1946,0.1504,0.1444,0.1203,0.1723,0.6199,0.0649,0.0252,0.0185,0,0,0.1716,0,0,0.0077,0.002,0.0799,0,0.0102,0.040999999999999995,0.8439,0.6331,0.2108,0.1561,0.1173,0.0388,0.3355,0.5741,0.0535,0.0368,0.11280000000000001,0.2977,0.1325,0.0536,0.2056,0.1978,0.7685,0.0388,0.1927,0.9185999999999999,0.6925,0.2682,0.0814,0.636,0.12789999999999999,0.0806,0,0,0.0055,0,0,0,0,0,0,0.0964,0.0046,0,0.0155,0,0,0.0049,0,0.0149,0,0.0063,0.0402,0,0.0092,0,0,0,0,0,0,0.0516,0,0,0,0,0.0344,0,0,0,0.0232,0,0,0,0,0,0,0,0,0,0.029,0.0023,0,0.0155,0,0,0.0023,0,0.0034,0,0,0.0258,0,0.0092,0,0,0,0,0,0,0.0049,0,0,0,0,0.0123,0,0,0,0,0.0537,0.038400000000000004,0,0.1035,0.121,0.0169,0.0991,0.1195,0.2265,0.09659999999999999,0.0756,0.049300000000000004,0.12190000000000001,0.0727,0.1249,0.0851,0.0289,0.0119,0.0593,0.0304,0.0303,0.21799999999999997,0.0837,0.1329
Staten Island,CUNY College of Staten Island,R10,3782,3760,0.8284574468085106,0.17154255319148937,0.4791,0.5209,46.9,68542,0.1134,0.8866,0.0519,0.9481,0.2034,0.13190000000000002,0.132,0.14939999999999998,0.16160000000000002,0.22160000000000002,0.546,0.0732,0.0087,0,0,0,0.3043,0,0,0,0.01,0.0087,0.0399,0.009,0.0393,0.6687,0.5622,0.1065,0.3313,0.3134,0.018,0.2652,0.6162,0.086,0.0325,0.08379999999999999,0.28969999999999996,0.1575,0.0965,0.2319,0.1407,0.6513,0.03,0.3187,0.9127000000000001,0.7718,0.1936,0.0873,0.6368,0.0903,0.0141,0.0094,0,0.051,0,0.0028,0.005,0,0,0,0.0276,0.0466,0,0,0,0,0,0,0.0072,0,0.0152,0.0821,0,0,0,0,0,0,0.0107,0.0146,0.0402,0,0,0,0,0.035,0.0019,0,0,0,0,0,0.0014,0,0,0,0,0,0,0.005,0.0105,0,0,0,0,0,0,0,0,0,0.0397,0,0,0,0,0,0,0.0072,0,0.0028,0,0,0,0,0.0237,0,0,0,0,0.0645,0.0223,0,0.1014,0.0941,0.0197,0.0829,0.1006,0.2783,0.0697,0.0664,0.1,0.14739999999999998,0.1296,0.0927,0.11449999999999999,0.023,0.07239999999999999,0.0335,0.0204,0,0.219,0.0553,0.0921
Staten Island,Dongan Hills,R11,3149,3136,0.6367984693877551,0.3632015306122449,0.5024,0.4976,42.1,85750,0.012,0.988,0.0668,0.9332,0.17300000000000004,0.2571,0.10640000000000001,0.1645,0.1449,0.15410000000000001,0.718,0.0854,0.0257,0,0,0,0.1248,0,0,0,0.0035,0.0257,0.0168,0,0.08020000000000001,0.6567,0.5082,0.1485,0.3433,0.2671,0.0762,0.33899999999999997,0.5108,0.0848,0.0653,0.1291,0.2451,0.12,0.1071,0.243,0.1556,0.7365,0.0681,0.1953,0.9109,0.7874999999999999,0.1286,0.0891,0.6116,0.1135,0.0797,0,0,0.0272,0,0,0,0,0,0,0.0219,0.0161,0,0,0,0,0.0111,0.013,0.0077,0.0226,0.1505,0.0167,0.0025,0,0,0,0,0,0,0,0.0167,0,0,0,0,0.0028,0,0,0,0.038,0,0,0.0059,0,0,0,0,0,0,0.0121,0,0,0,0,0,0.0071,0,0,0.0059,0.0362,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0.1025,0.0378,0.0354,0.07869999999999999,0.050699999999999995,0.0201,0.1153,0.1537,0.249,0.0653,0.0323,0.0591,0.18480000000000002,0.0525,0.09759999999999999,0.0878,0.0207,0.0428,0.0445,0.025,0.0232,0.22820000000000001,0.1001,0.0927
Staten Island,Elm Park,R12,13174,13038,0.5411872986654395,0.45881270133456054,0.5182,0.4818,32.8,55869,0.1544,0.8456,0.2483,0.7517,0.2626,0.26280000000000003,0.1435,0.1298,0.11490000000000002,0.0868,0.2138,0.3433,0.2532,0.0184,8e-4,0.0165,0.0574,0.0035,2e-4,0.0013,0.0039,0.0612,0.0092,0.0175,0.0578,0.701,0.4633,0.2376,0.299,0.2627,0.0363,0.43279999999999996,0.4474,0.0445,0.0754,0.1976,0.3456,0.1875,0.0513,0.1568,0.0613,0.6128,0.0312,0.356,0.837,0.6043999999999999,0.2701,0.163,0.5358,0.1749,0.3574,0.01,0.0048,0.0039,0,0,0,0,8e-4,7e-4,0.0026,0.0013,0,0,0,0,0,0.0013,0.0103,0.01,0,0.006,0.002,9e-4,0,0,0,0,0,0.0024,0.0121,0,0,0,0.0011,0.0116,0,0.025,0,0.1466,0.0027,9e-4,0.0012,0,0,0,0,0,0,0.0026,0.0013,0,0,0,0,0,0,3e-4,0.0031,0,0.0017,0.0013,0,0,0,0,0,0,0.0016,0.0041,0,0,0,0,0.0046,0,0.0029,0,0.0086,0.1407,0.015399999999999999,0.0073,0.10270000000000001,0.1049,0.0279,0.0502,0.1046,0.25780000000000003,0.07930000000000001,0.0472,0.0536,0.1049,0.0242,0.1036,0.0615,0.0567,0.0517,0.039099999999999996,0.044,0.025800000000000003,0.2141,0.12960000000000002,0.1446
Staten Island,Eltingville,R13,12428,12413,0.8615967131233384,0.13840328687666156,0.4663,0.5337,43.233333333333334,100739.33333333333,0.0715,0.9285,0.0503,0.9497,0.2,0.2015,0.1194,0.1298,0.1238,0.2253,0.8392,0.1082,0.0062,0,0,0,0.027,7e-4,0,0.0014,0,0.0064,0.0107,0,0.0413,0.7619,0.6156,0.1463,0.2381,0.2197,0.0185,0.2769,0.5837,0.07919999999999999,0.0601,0.0591,0.32089999999999996,0.19579999999999997,0.0637,0.2269,0.13369999999999999,0.7227,0.0247,0.2527,0.9742,0.8878000000000001,0.10740000000000001,0.0259,0.8237,0.0586,0.0301,9e-4,0,0.0623,0.0038,0,6e-4,7e-4,7e-4,0,0.0307,0.0043,0.0018,0.0016,0,0,0,0.0014,7e-4,0,0.0087,0.013,0,0.0025,0,0,0,0,0,0,0.0019,0,0,0,0,0.0099,6e-4,0,0,0.0053,0,0,0.0171,0.002,0,6e-4,0,0,0,0.014,0.002,0,0,0,0,0,0,0,0,0.0012,0.008,0,0.0025,0,0,0,0,0,0,7e-4,0,0,0,0,0.0046,6e-4,0,0,0,0.08549999999999999,0.0258,0.0166,0.0725,0.075,0.0177,0.1143,0.1112,0.3019,0.0591,0.0265,0.09380000000000001,0.1733,0.0589,0.135,0.0566,0.0182,0.0775,0.0313,0.0257,0.020900000000000002,0.2344,0.0979,0.0702
Staten Island,Fort Wadsworth,R14,588,548,0.023722627737226276,0.9762773722627737,0.6003,0.3997,29.3,80313,0,1,0.0773,0.9227,0.32299999999999995,0.3723,0.2142,0.0374,0.0306,0.022099999999999998,0.6037,0.1905,0.0833,0,0,0,0.0306,0,0,0,0.0102,0.0136,0.0578,0.0102,0.0828,0.9171,0.7735,0.1436,0.0829,0.0829,0,0.24480000000000002,0.7133,0,0.042,0.025500000000000002,0.2238,0.255,0.068,0.2096,0.21810000000000002,0.6256,0,0.3744,0.9817,0.9315,0.0502,0.0183,0.9238,0.0106,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507,0.0072,0,0.2464,0.0724,0,0,0.2319,0.07970000000000001,0.1377,0.050699999999999995,0.1232,0.1667,0.07970000000000001,0.1594,0.1957,0,0,0,0.0362,0,0.2174,0.0725,0.0724
Staten Island,Freshkills Park,R15,23,23,0,1,1,0,31.3,NA,0,1,0,1,0,0.6522,0,0,0.3478,0,0.7826,0,0.2174,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2174,0.7826,0,0,0,0.1739,0,0,0.6087,0.2174,0.8261,0,0.1739,1,0.4348,0.5651999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2632,0,0,0,0.2632,0.2632,0.2105,0,0,0,0.2632,0,0.2632,0,0,0,0,0,0,0.4737,0,0
Staten Island,Graniteville,R16,17793,17776,0.7962983798379838,0.2037016201620162,0.5123,0.4877,38.9,92908.33333333333,0.0756,0.9244,0.0787,0.9213,0.20850000000000002,0.24359999999999998,0.14429999999999998,0.1253,0.1308,0.1478,0.4403,0.1977,0.0916,0.0047,3e-4,0,0.1498,7e-4,0,0,0.0091,0.0714,0.0277,0.0068,0.0283,0.7439,0.5844,0.1596,0.2561,0.2105,0.0456,0.3107,0.571,0.049,0.0693,0.0896,0.3363,0.1602,0.0646,0.2115,0.13790000000000002,0.7062,0.0343,0.2595,0.9364,0.8069000000000001,0.1562,0.0637,0.6524,0.1055,0.1496,0.0034,0,0.0113,0,0,5e-4,0,0,0,0.0065,0.0129,0,0.005,0,0,0,0.009,0.033,0.0197,0.0045,0.0095,0,0.0062,0,0,0,0,0,0.0052,0.0309,0,0,0,0,0.0305,0,0.0099,0,0.048,0.0013,0,0.0049,0,0,0,0,0,0,0.0035,0.0034,0,0.0026,0,0,0,0.005,0.0068,0.0061,0,0.0052,0,0.0029,0,0,0,0,0,0,0.0045,0,0,0,0,0.0113,0,0,0,0.0039,0.0624,0.0276,0.0108,0.10089999999999999,0.0584,0.0228,0.093,0.1188,0.2946,0.08280000000000001,0.029699999999999997,0.09430000000000001,0.12040000000000001,0.0429,0.1548,0.0735,0.0314,0.0723,0.0465,0.030899999999999997,0.025,0.22399999999999998,0.093,0.0852
Staten Island,Great Kills,R17,35761,35700,0.8504761904761905,0.14952380952380953,0.4706,0.5294,43.24285714285714,100593.42857142857,0.0408,0.9592,0.0419,0.9581,0.2119,0.18749999999999997,0.126,0.1538,0.12689999999999999,0.19369999999999998,0.8337,0.0779,0.0101,0.0013,0.0024,0,0.0551,0,0,0,0.0012,0.011,0.007,3e-4,0.023200000000000002,0.8036,0.6352,0.1685,0.1964,0.1753,0.0211,0.2884,0.5934999999999999,0.0581,0.06,0.0538,0.3134,0.179,0.0835,0.2139,0.1563,0.7333,0.0385,0.2282,0.9718,0.8564999999999999,0.143,0.0282,0.8034,0.0636,0.0375,0.0012,0,0.0368,0,0.0025,1e-4,0,0,0.0028,0.0368,0.0023,4e-4,0.011,0,0,0.0011,6e-4,0.006,0.0019,0.014,0.0164,5e-4,0.0026,0.0018,0,3e-4,0,5e-4,0.0045,0.0038,0,0,1e-4,0,0.0107,0,3e-4,0,0.0089,0,0,0.0138,0,3e-4,0,0,0,0.0014,0.0109,3e-4,0,0.005,0,0,8e-4,0,2e-4,3e-4,0.0046,0.0097,0,0.0017,0,0,3e-4,0,0,8e-4,0.0025,0,0,0,0,0.0021,0,0,0,0,0.08020000000000001,0.028900000000000002,0.0117,0.0742,0.0639,0.0213,0.1139,0.1432,0.2918,0.0537,0.033100000000000004,0.084,0.1647,0.039599999999999996,0.1495,0.07780000000000001,0.0171,0.0722,0.0345,0.020900000000000002,0.018500000000000003,0.2197,0.08130000000000001,0.1041
Staten Island,Grymes Hill,R18,2805,2231,0.8493948901837741,0.1506051098162259,0.4702,0.5298,34.9,88571,0.0091,0.9909,0.114,0.886,0.1401,0.363,0.0969,0.08230000000000001,0.1515,0.1663,0.7294,0.0688,0.0745,0,0.0053,0,0.103,0,0,0,0,0.0182,7e-4,0,0.0062,0.5616,0.4507,0.1109,0.4384,0.3491,0.0893,0.5026,0.3607,0.0497,0.087,0.057600000000000005,0.185,0.17980000000000002,0.0965,0.1844,0.2968,0.6993,0.0083,0.2924,0.9551999999999999,0.8469,0.1614,0.0448,0.7363,0.1213,0.0548,0,0,0.0513,0,0.0022,0,0,0,0,0.0841,0.0153,0.007,0,0,0,0,0,0,0,0.0124,0.0191,0,0.0048,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0.0064,0,0.0236,0,0,0.0264,0,0,0,0,0,0,0.0519,0.0035,0.0022,0,0,0,0,0,0,0,0.0048,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408,0,0.0189,0.0918,0.0604,0.0167,0.0917,0.09820000000000001,0.3916,0.0597,0.0786,0.051699999999999996,0.09240000000000001,0.059000000000000004,0.2147,0.1033,0.0328,0.0815,0.0262,0,0.0634,0.21610000000000001,0.0604,0.0502
Staten Island,Lighthouse Hill,R19,2219,1746,0.8946162657502864,0.10538373424971363,0.4696,0.5304,55.8,115682,0.0398,0.9602,0.041,0.959,0.15280000000000002,0.11629999999999999,0.0743,0.12980000000000003,0.1601,0.3668,0.79990000000000006,0.0595,0.014,0,0,0.0032,0.1005,0.009,0,0,0,0.009,0.005,0,0.0095,0.7918,0.7461,0.0457,0.2082,0.1987,0.0095,0.23299999999999998,0.5647,0.1316,0.0706,0.1127,0.3209,0.1149,0.0968,0.1483,0.20650000000000002,0.6842,0.0218,0.2939,0.9533,0.857,0.1241,0.0467,0.8339,0.0588,0.0405,0,0.0042,0.0331,0,0.0058,0,0,0,0.0016,0.0084,0,0,0,0,0,0,0,0,0.0068,0.0063,0.0279,0.0016,0,0,0,0,0,0,0,0.0068,0,0,0.0037,0.0131,0.0063,0,0,0,0.0163,0,0.0042,0.0126,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0.0042,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052199999999999996,0.0299,0,0.0721,0.11699999999999999,0.0199,0.0933,0.1256,0.3893,0.0286,0.051000000000000004,0.0211,0.19770000000000001,0.0348,0.18409999999999999,0.1144,0.0174,0.0149,0.0075,0.0075,0.0349,0.2512,0.0634,0.0722
Staten Island,Manor Heights,R20,19854,19040,0.7363970588235295,0.2636029411764706,0.4485,0.5515,38.025,84256,0.0898,0.9102,0.1222,0.8778,0.2508,0.20209999999999997,0.1172,0.1306,0.1227,0.1763,0.5883,0.0865,0.0456,9e-4,0,0.0012,0.2286,9e-4,0,0,0.0011,0.0228,0.0242,0,0.062299999999999994,0.7949,0.6272,0.1677,0.2051,0.1743,0.0308,0.3024,0.5566,0.0777,0.0632,0.1139,0.3005,0.13340000000000002,0.0455,0.24,0.1665,0.7199,0.0346,0.2455,0.9589999999999999,0.7822,0.20550000000000002,0.040999999999999995,0.6318,0.1222,0.0763,0.0033,0,0.01,0,0.0016,0.0025,0,0,0.006,0.0207,0.0095,0,0,0,3e-4,0,0.0274,0.0114,0.0274,0.0099,0.024,0,0.0111,0,0,3e-4,0,0.0084,0.0642,0.0164,0.0064,0,0,6e-4,0.0061,0.0233,0.0012,0,0.0178,0.0012,0,0.0052,0,0,0,0,0,0,0.0088,0.0041,0,0,0,2e-4,0,0.0066,0.0014,0.0028,0,0.0164,0,0.0084,0,0,0,0,0.0067,0.031,0.0055,0.0032,0,0,6e-4,2e-4,0.0021,0,0,0,0.0513,0.0373,0.0226,0.0606,0.0671,0.048299999999999996,0.0858,0.1135,0.3596,0.0567,0.0579,0.0394,0.1623,0.049600000000000005,0.1708,0.134,0.038,0.0256,0.024399999999999998,0.037200000000000004,0.033,0.1572,0.08349999999999999,0.0843
Staten Island,Mariner's Harbor,R21,20033,19885,0.5989439275836057,0.4010560724163943,0.4823,0.5177,30.720000000000002,59520,0.2458,0.7542,0.2773,0.7227,0.29019999999999996,0.2623,0.1351,0.1156,0.1059,0.0906,0.1627,0.2895,0.3761,0.0179,6e-4,0.001,0.0648,5e-4,0,0,0,0.0574,0.0152,0.0142,0.11030000000000001,0.8178,0.4444,0.3735,0.1822,0.1465,0.0357,0.43620000000000003,0.43289999999999995,0.0489,0.0821,0.2242,0.2884,0.1908,0.072,0.1649,0.05960000000000001,0.6479,0.0269,0.3253,0.8994,0.5810000000000001,0.361,0.1007,0.5977,0.1411,0.2664,0.0095,0.0014,0.0021,7e-4,0,0,2e-4,0,0.0015,0.0019,0.0023,0.0012,0,0,0,0,0.0011,0.0151,0.0118,0,0.0148,0,0.002,0,0,0,0,4e-4,0.0092,0.0075,5e-4,0,0.0012,0,0.0169,0.0058,0.0287,0,0.102,0.0054,0,0.0014,4e-4,0,0,0,0,0,4e-4,0,0,0,0,0,0,0,0.004,0.0021,0,0.0083,0,9e-4,0,0,0,0,4e-4,0.0029,0.0035,5e-4,0,0.0012,0,0.0063,0,0.0014,0,0,0.062299999999999994,0.0203,0.0098,0.11019999999999999,0.0986,0.0084,0.0564,0.0812,0.288,0.14629999999999999,0.0636,0.055099999999999996,0.0978,0.0085,0.0998,0.0733,0.07339999999999999,0.0735,0.09999999999999999,0.0429,0.0583,0.18619999999999998,0.0876,0.09870000000000001
